,name,state,TxPower,solarCharging,enableRf,kbFree,bootCount,gsResponseCount,crcErrorCount,stateErrorCount,batteryVoltage,systemVoltage,systemCurrent,batteryTemp,rssi,snr,alsXp,alsXm,alsYp,alsYm,alsZp,alsZm,imuMagX,imuMagY,imuMagZ,imuGyroX,imuGyroY,imuGyroZ,lat,lon,alt,gpsTime,imuTemp
21,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.133333333333333,8.173333333333334,2.196078431372549,,-137,0.0,888,2536,904,536,5528,368,82.5625,-35.4375,-27.8125,9.765625,13.3818359375,0.0302734375,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,8.0
22,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.173333333333334,2.196078431372549,,-137,0.0,3088,160,5528,288,176,648,39.5625,-9.9375,-30.5625,11.19921875,12.0537109375,-1.556640625,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,8.0
23,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.173333333333334,2.4705882352941178,,-137,0.0,0,5528,4872,0,0,896,50.0625,-44.9375,-36.4375,9.734375,12.8779296875,3.0361328125,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,18.0
24,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.133333333333333,8.173333333333334,3.2941176470588234,,-137,0.0,0,5528,64,0,1248,0,2.0625,-10.4375,-20.8125,9.001953125,13.82421875,1.2353515625,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,18.0
25,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.186666666666667,2.4705882352941178,,-137,0.0,0,1656,5528,0,4232,0,56.5625,-49.9375,-7.8125,9.26171875,13.564453125,-0.580078125,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,18.0
26,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.173333333333334,2.4705882352941178,,-137,0.0,0,1000,5528,0,0,5528,80.5625,-73.4375,-29.3125,10.6201171875,12.4052734375,-1.984375,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,18.0
27,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.120000000000001,8.146666666666667,52.431372549019606,,-137,0.0,0,0,0,0,0,0,46.5625,-2.9375,-34.4375,12.51171875,10.146484375,-2.5029296875,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,18.0
28,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.120000000000001,8.146666666666667,52.431372549019606,,-137,0.0,0,0,0,0,0,0,68.0625,-0.9375,-13.3125,14.14453125,7.048828125,-1.8310546875,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,17.0
29,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.120000000000001,8.16,52.431372549019606,,-137,0.0,0,0,0,0,0,0,94.0625,-73.4375,-23.1875,15.10546875,4.1650390625,-0.2900390625,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,16.0
30,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.120000000000001,8.146666666666667,52.705882352941174,,-137,0.0,0,0,0,0,0,0,99.5625,-25.4375,-37.6875,15.3193359375,2.42578125,1.75390625,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,15.0
31,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.16,52.98039215686274,,-137,0.0,0,0,0,0,0,0,87.5625,3.5625,-19.5625,14.7705078125,2.2578125,4.0283203125,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,14.0
32,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.16,50.23529411764706,,-137,0.0,0,0,0,0,0,0,89.5625,-55.4375,-17.4375,13.916015625,3.5849609375,5.7822265625,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,13.0
33,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.16,51.333333333333336,,-137,0.0,0,0,0,0,0,0,117.5625,-29.9375,-30.1875,12.8173828125,6.31640625,6.4697265625,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,13.0
34,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.146666666666667,52.98039215686274,,-137,0.0,0,0,0,0,0,0,85.5625,3.0625,-23.6875,11.474609375,9.3994140625,5.935546875,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,12.0
35,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.08,8.146666666666667,52.431372549019606,,-137,0.0,0,0,0,0,0,0,53.0625,-52.4375,-29.4375,14.3427734375,6.5146484375,-1.572265625,79.21153846153847,96.8736263736264,507809.54,2023-04-16 18:55:23+00:00,-5.0
36,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.186666666666667,1.9215686274509804,,-137,0.0,440,5528,696,752,424,4584,12.5625,-10.4375,-22.6875,14.0224609375,5.2333984375,4.2412109375,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,5.0
37,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.133333333333333,8.186666666666667,1.9215686274509804,,-137,0.0,544,2968,992,720,5528,1336,24.5625,-56.4375,-19.6875,12.84765625,7.2783203125,5.171875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,6.0
38,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.133333333333333,8.173333333333334,1.9215686274509804,,-137,0.0,648,248,5528,576,1768,224,41.0625,-56.9375,-29.5625,11.3212890625,10.0244140625,5.0498046875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,7.0
39,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.173333333333334,2.196078431372549,,-137,0.0,568,5528,1304,1192,584,3064,12.5625,-42.4375,-26.1875,9.56640625,12.49609375,3.966796875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,7.0
40,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.133333333333333,8.186666666666667,1.6470588235294117,,-137,0.0,5240,232,168,5528,4624,960,-10.4375,-21.4375,-16.3125,10.7109375,12.0849609375,-2.853515625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-3.0
41,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.133333333333333,8.173333333333334,1.9215686274509804,,-137,0.0,5528,1048,176,2232,160,1272,33.0625,-75.9375,-15.6875,12.3740234375,9.8720703125,-2.7314453125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-2.0
42,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.133333333333333,8.186666666666667,1.9215686274509804,,-137,0.0,312,880,992,5528,600,2352,6.0625,-54.4375,-33.6875,13.7939453125,7.705078125,-1.8466796875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-2.0
43,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.133333333333333,8.16,36.509803921568626,,-137,0.0,88,0,0,408,0,536,16.5625,-61.9375,-21.5625,9.810546875,12.267578125,3.90625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,21.0
44,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.120000000000001,8.16,52.705882352941174,,-137,0.0,0,0,0,0,0,0,60.0625,-83.4375,-24.9375,8.208984375,13.884765625,2.42578125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,19.0
45,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.16,52.705882352941174,,-137,0.0,0,0,0,0,0,0,44.0625,-69.9375,-26.0625,11.21484375,11.21484375,-3.7080078125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,14.0
46,b'KN6HCC',Idle,20,0,1,140000,19,0,0,0,8.106666666666666,8.16,52.705882352941174,,-137,0.0,0,0,0,0,0,0,30.5625,-36.4375,-26.9375,13.091796875,8.697265625,-3.12890625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,13.0
47,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.120000000000001,8.186666666666667,1.9215686274509804,,-137,0.0,96,1376,1184,24,5528,488,6.5625,-40.9375,-12.0625,9.017578125,13.4423828125,-2.7470703125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-2.0
48,b'KN6HCC',Idle,20,1,1,138000,19,0,0,0,8.133333333333333,8.186666666666667,1.9215686274509804,,-137,0.0,80,1704,1144,2640,192,5528,16.0625,-41.9375,-36.6875,12.740234375,9.169921875,-3.0830078125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,0.0
49,b'KN6HCC',Idle,20,1,1,138000,19,0,0,0,8.133333333333333,8.173333333333334,2.196078431372549,,-137,0.0,176,1304,152,1128,928,5528,69.5625,-4.4375,-16.4375,14.236328125,2.5634765625,4.791015625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,10.0
50,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.173333333333334,2.196078431372549,,-137,0.0,1080,5528,592,528,2472,416,72.5625,-56.9375,-15.5625,13.2900390625,4.3486328125,6.1796875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,10.0
51,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.186666666666667,2.196078431372549,,-137,0.0,5528,344,296,1216,3768,1904,79.0625,-8.4375,-28.8125,12.0849609375,7.29296875,6.4384765625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,11.0
52,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.2,2.196078431372549,,-137,0.0,2344,528,1208,1032,1136,5528,19.5625,2.5625,-13.6875,10.6201171875,10.330078125,5.6298828125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,11.0
53,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.186666666666667,2.4705882352941178,,-137,0.0,16,1288,16,624,16,5528,-0.9375,-47.4375,-26.0625,7.5830078125,14.44921875,-0.8701171875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,17.0
54,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.186666666666667,2.7450980392156863,,-137,0.0,16,5528,40,1272,5528,0,30.5625,-61.4375,-8.9375,8.345703125,13.6865234375,-2.197265625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,18.0
55,b'KN6HCC',Idle,20,1,1,138000,19,0,0,0,8.146666666666667,8.186666666666667,2.4705882352941178,,-137,0.0,0,3560,0,1904,0,5528,3.0625,-18.9375,-24.8125,11.71875,10.3759765625,-3.28125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,18.0
56,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.173333333333334,2.4705882352941178,,-137,0.0,8,4688,3376,0,5528,0,29.0625,-44.9375,-8.5625,13.2744140625,7.8427734375,-2.45703125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,18.0
57,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.186666666666667,2.4705882352941178,,-137,0.0,5528,0,4176,0,0,3256,35.0625,-79.9375,-28.6875,14.388671875,5.599609375,-1.068359375,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,18.0
58,b'KN6HCC',Idle,20,1,1,138000,19,0,0,0,8.146666666666667,8.173333333333334,2.4705882352941178,,-137,0.0,0,5528,2728,0,8,4320,18.5625,8.5625,-26.3125,14.7705078125,4.2724609375,0.8388671875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,18.0
59,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.120000000000001,8.16,51.05882352941177,,-137,0.0,0,0,0,0,0,0,41.5625,-48.4375,-13.8125,14.46484375,3.951171875,2.837890625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,18.0
60,b'KN6HCC',Idle,20,0,1,138000,19,0,0,0,8.106666666666666,8.16,51.333333333333336,,-137,0.0,0,0,0,0,0,0,104.5625,-44.9375,-34.5625,10.23828125,11.611328125,3.6923828125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,14.0
61,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.16,51.333333333333336,,-137,0.0,0,0,0,0,0,0,46.0625,0.5625,-27.6875,9.7041015625,12.6796875,1.9072265625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,13.0
62,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.093333333333334,8.146666666666667,51.6078431372549,,-137,0.0,0,0,0,0,0,0,78.0625,-20.9375,-23.0625,9.521484375,12.4052734375,3.3408203125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,3.0
63,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.093333333333334,8.16,49.13725490196079,,-137,0.0,0,0,0,0,0,0,85.5625,-46.4375,-34.9375,13.2744140625,8.2548828125,-1.6943359375,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-1.0
64,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.093333333333334,8.146666666666667,52.98039215686274,,-137,0.0,0,0,0,0,0,0,70.5625,-5.9375,-30.4375,14.3271484375,5.828125,-0.6259765625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-1.0
65,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.093333333333334,8.146666666666667,54.35294117647059,,-137,0.0,0,0,0,0,0,0,72.5625,-48.9375,-24.6875,14.6025390625,4.1044921875,1.11328125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-2.0
66,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.093333333333334,8.146666666666667,52.98039215686274,,-137,0.0,0,0,0,0,0,0,80.0625,-35.9375,-37.4375,14.4189453125,3.7685546875,2.9296875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-3.0
67,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.133333333333333,8.186666666666667,1.6470588235294117,,-137,0.0,1256,5528,5528,816,608,864,79.0625,-22.9375,-41.3125,13.82421875,3.630859375,4.791015625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-5.0
68,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.120000000000001,8.173333333333334,1.6470588235294117,,-137,0.0,720,600,2232,24,5528,808,35.0625,11.5625,-13.1875,12.6953125,5.7978515625,5.919921875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-5.0
69,b'KN6HCC',Idle,20,1,1,140000,19,0,0,0,8.120000000000001,8.173333333333334,1.6470588235294117,,-137,0.0,0,496,5528,632,240,1664,98.0625,-65.9375,-22.6875,11.51953125,8.376953125,5.767578125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-4.0
70,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.120000000000001,8.173333333333334,1.6470588235294117,,-137,0.0,856,128,5528,496,5528,168,61.5625,-12.4375,-11.4375,9.8876953125,12.099609375,2.6240234375,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,-2.0
71,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.133333333333333,8.186666666666667,2.196078431372549,,-137,0.0,760,1272,5528,448,304,392,64.5625,-31.4375,-33.3125,8.60546875,13.1220703125,3.0205078125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,6.0
72,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.173333333333334,1.9215686274509804,,-137,0.0,304,5528,1232,432,536,5032,5.5625,-14.9375,-17.3125,8.1328125,13.8701171875,0.8994140625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,7.0
73,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.186666666666667,2.196078431372549,,-137,0.0,1264,5528,856,312,1592,40,70.0625,-68.9375,-21.3125,8.5595703125,13.5185546875,-0.916015625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,7.0
74,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.133333333333333,8.173333333333334,2.196078431372549,,-137,0.0,640,2648,5528,568,664,2624,15.5625,-37.9375,-30.4375,9.75,12.603515625,-2.1669921875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,8.0
75,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.186666666666667,2.196078431372549,,-137,0.0,816,5528,200,648,184,520,21.5625,-48.4375,-12.1875,11.19921875,10.8642578125,-2.5029296875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,9.0
76,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.173333333333334,2.196078431372549,,-137,0.0,312,240,5528,816,4416,216,20.5625,-72.4375,-26.1875,12.6337890625,8.9873046875,-2.15234375,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,9.0
77,b'KN6HCC',Idle,20,1,1,139000,19,0,0,0,8.146666666666667,8.186666666666667,2.196078431372549,,-137,0.0,96,1624,5528,336,488,2352,-10.4375,-30.4375,-21.5625,13.564453125,7.3544921875,-1.0537109375,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,10.0
78,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.120000000000001,8.173333333333334,50.78431372549019,,-137,0.0,0,0,0,0,0,0,112.0625,-70.9375,-28.8125,11.71875,10.314453125,-2.197265625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,16.0
79,b'KN6HCC',Idle,20,0,1,138000,19,0,0,0,8.120000000000001,8.16,52.15686274509804,,-137,0.0,0,0,0,0,0,0,94.5625,-46.4375,-38.4375,14.8466796875,2.7158203125,1.1591796875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,14.0
80,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.16,52.705882352941174,,-137,0.0,0,0,0,0,0,0,75.0625,1.0625,-18.0625,14.48046875,2.2119140625,3.326171875,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,13.0
81,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.16,49.68627450980392,,-137,0.0,0,0,0,0,0,0,92.5625,-77.4375,-25.5625,13.748046875,3.1884765625,5.095703125,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,12.0
82,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.16,50.23529411764706,,-137,0.0,0,0,0,0,0,0,86.0625,10.0625,-32.0625,12.7099609375,5.6455078125,6.1181640625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,12.0
83,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.16,52.431372549019606,,-137,0.0,0,0,0,0,0,0,67.5625,-45.9375,-15.8125,11.2607421875,8.513671875,6.103515625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,11.0
84,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.146666666666667,51.88235294117647,,-137,0.0,0,0,0,0,0,0,103.0625,-37.9375,-35.5625,9.7958984375,11.3212890625,4.775390625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,10.0
85,b'KN6HCC',Idle,20,0,1,139000,19,0,0,0,8.106666666666666,8.16,50.78431372549019,,-137,0.0,0,0,0,0,0,0,42.0625,-9.4375,-23.4375,8.7119140625,13.1064453125,2.822265625,180.0412087912088,180.08241758241758,599972.9249999999,2023-03-01 00:00:00+00:00,9.0
